profile_age_days,applications_7d,applications_30d,avg_applications_30d,app_to_avg_ratio,skills_count,endorsements_count,experience_years,skills_to_exp_ratio,institution_risk_score,company_risk_score,gpa_anomaly_score,tenure_gap_months,avg_tenure_months,time_since_last_app_hrs,is_new_device,ip_risk_score,email_risk_score,login_velocity_24h,failed_logins_24h,copy_paste_ratio,feature_noise_1,feature_noise_2,feature_noise_3,feature_noise_4
1196,0,1,16.2479,0.002,12,5,1.9,4.294,0.1386,0.1623,0.2377,2.2,14.8,33.71,0,0.4966,0.154,0,0,0.1493,-0.9462,0.6104,48.0,0.4562
1879,5,14,13.6709,0.0341,16,35,2.7,4.39,0.4492,0.1249,0.2158,1.9,35.6,2.83,0,0.0368,0.0924,1,1,0.0525,0.929,-0.5664,77.0,0.8094
3563,7,26,7.154,0.1206,20,8,7.5,2.396,0.2124,0.4083,0.3796,1.3,13.2,10.37,0,0.0222,0.3351,3,1,0.4503,-0.0801,0.4892,98.0,0.4784
2985,86,217,1.4976,4.7247,37,53,11.7,2.964,0.2531,0.1706,0.1747,0.1,44.1,0.3674,0,0.4722,0.288,1,0,0.2575,-2.0057,-0.0698,9.0,0.6456
624,1,8,1.2354,0.2102,23,15,6.6,3.095,0.1554,0.6172,0.3052,0.3,26.0,76.53,0,0.2653,0.5275,1,0,0.1883,0.9475,-0.0178,1.0,0.03
2821,6,25,15.3553,0.0542,15,24,5.2,2.452,0.2087,0.1878,0.2148,0.5,120.0,4.3,0,0.6067,0.0694,1,0,0.1119,-0.2536,0.5107,41.0,0.2892
287,3,16,4.5071,0.1175,29,50,7.9,3.327,0.0859,0.2153,0.3683,6.8,7.0,6.42,0,0.4246,0.0539,3,1,0.0281,1.3282,1.0917,49.0,0.0002
3214,3,11,3.6884,0.0985,39,20,17.8,2.124,0.425,0.07,0.2069,12.2,26.4,4.03,0,0.1151,0.1008,1,0,0.0579,-0.1061,-0.6579,26.0,0.7065
2581,0,14,2.0637,0.2225,11,10,2.8,3.009,0.4641,0.3174,0.276,2.1,64.2,78.37,0,0.2784,0.5765,0,0,0.324,-1.3307,0.5469,68.0,0.4051
2109,1,3,3.0541,0.0324,5,8,2.7,1.474,0.2831,0.41,0.0371,1.1,9.2,104.03,0,0.0121,0.2009,4,0,0.3851,0.4296,-0.8742,43.0,0.564
3034,7,18,6.6894,0.0892,61,51,31.5,1.899,0.2846,0.1462,0.1921,3.6,8.9,6.38,1,0.4798,0.0341,1,0,0.4709,0.924,-0.1808,20.0,0.7698
5,6,8,3.7256,0.0709,17,38,3.1,51.9857,0.3534,0.2616,0.1943,2.1,44.8,27.1,0,0.0112,0.1289,1,0,0.8614,0.5159,-0.1421,93.0,0.1862
825,0,8,1.0241,0.2522,40,20,13.6,2.769,0.1181,0.3956,0.3827,0.2,7.3,14.65,0,0.2113,0.4257,4,0,0.1429,-1.2548,-0.6516,23.0,0.8304
1772,6,25,4.9898,0.1659,32,17,7.9,3.634,0.3948,0.0373,0.1765,1.0,12.5,273.49,0,0.4756,0.1037,0,0,0.0931,-0.6352,-0.0371,2.0,0.4743
1448,3,15,4.4973,0.1104,36,47,16.1,2.123,0.3428,0.0564,0.0762,0.6,4.3,58.2,0,0.1441,0.3752,0,1,0.4579,0.204,-0.9536,93.0,0.9073
1171,2,3,1.2155,0.0801,10,32,4.4,2.014,0.2202,0.104,0.1476,6.2,31.9,63.5,0,0.1801,0.3538,2,0,0.1398,-0.1006,0.6485,31.0,0.7006
3109,6,17,7.73,0.073,9,45,1.0,4.799,0.2815,0.1625,0.5887,0.7,5.6,59.17,0,0.3278,0.0299,0,0,0.3061,-1.3847,0.824,20.0,0.8764
815,3,18,2.4263,0.2439,6,45,2.1,2.136,0.1992,0.1501,0.3192,1.3,28.3,22.4,0,0.1936,0.1033,0,0,0.3866,0.3561,-1.0706,68.0,0.3724
1929,0,18,2.9928,0.1983,9,6,4.1,1.887,0.1139,0.1023,0.1251,3.7,13.1,137.57,0,0.5656,0.1065,0,0,0.0882,0.5735,-1.6701,69.0,0.148
3460,0,0,3.3705,0.0,7,10,3.3,1.82,0.2726,0.3074,0.5073,1.7,14.3,1.85,0,0.22,0.1352,0,1,0.3678,-0.3473,-0.1627,99.0,0.3225
1752,1,1,4.6484,0.0071,25,3,7.3,3.02,0.255,0.155,0.1688,1.7,12.8,61.03,0,0.2575,0.0429,1,0,0.2319,-0.1293,0.2613,23.0,0.9719
3141,4,17,0.7759,0.7002,10,52,1.8,3.659,0.175,0.4553,0.1491,4.1,10.9,25.86,0,0.0938,0.0311,2,0,0.2223,0.1702,0.0912,77.0,0.9331
1518,2,5,3.8646,0.0428,20,43,7.3,2.48,0.2648,0.1251,0.1795,7.3,25.1,7.95,0,0.1707,0.0872,3,0,0.1386,-0.7424,1.2962,62.0,0.3807
987,2,11,5.1487,0.0708,54,44,20.2,2.571,0.3864,0.121,0.1871,2.4,11.3,14.0,0,0.1143,0.0828,0,1,0.0788,1.3079,-1.0826,6.0,0.4945
2447,1,7,3.9341,0.0588,9,13,1.5,3.942,0.3899,0.1713,0.5186,2.0,36.0,13.52,0,0.0947,0.0877,2,2,0.2082,0.2318,-0.4434,32.0,0.8542
1293,3,14,25.229,0.0185,26,21,7.6,3.04,0.1179,0.0984,0.4442,0.2,28.4,17.25,0,0.0691,0.0672,1,0,0.3128,-0.2832,-0.1365,95.0,0.3497
1525,7,19,5.4508,0.1155,19,33,4.0,3.981,0.1038,0.4005,0.5509,0.2,14.1,20.32,1,0.1741,0.1427,1,0,0.3061,1.0741,1.0211,68.0,0.8237
236,6,25,3.6941,0.2236,14,54,5.2,2.253,0.2672,0.5563,0.2899,4.2,13.6,18.72,0,0.105,0.0512,0,1,0.0651,0.6933,-0.4049,83.0,0.8464
1992,6,8,20.5312,0.013,46,58,15.5,2.79,0.3662,0.1914,0.1286,0.3,7.7,117.11,1,0.4433,0.1477,1,2,0.3635,1.7378,0.8378,64.0,0.8134
1436,5,6,30.0,0.0067,16,30,5.0,2.841,0.269,0.0566,0.3818,2.0,23.8,25.81,0,0.2362,0.0407,1,0,0.2374,-1.5431,-0.0365,98.0,0.9564
3140,7,12,8.3467,0.0477,51,27,15.3,3.159,0.3017,0.0719,0.355,2.6,9.5,59.77,0,0.2881,0.0684,2,1,0.1953,-0.5298,0.5316,15.0,0.2274
1112,1,15,1.7374,0.2824,4,22,1.8,1.651,0.1953,0.2321,0.5045,8.4,12.5,98.09,0,0.2419,0.3845,1,0,0.0666,-0.6729,0.0194,1.0,0.4003
1121,0,14,1.3025,0.3494,27,43,10.0,2.508,0.2332,0.2744,0.3294,0.4,46.4,3.31,0,0.3608,0.4753,3,0,0.1762,0.7942,0.7137,84.0,0.7246
1386,2,6,8.8704,0.0225,9,24,0.7,5.636,0.0541,0.377,0.1977,2.3,15.6,25.63,1,0.0911,0.3206,0,0,0.0431,-0.8634,-0.0723,54.0,0.0642
1954,4,9,1.2288,0.2377,20,26,7.0,2.593,0.4512,0.0563,0.003,2.5,9.1,10.97,0,0.0665,0.2922,2,0,0.3355,0.1346,-0.3742,99.0,0.3473
1029,6,17,4.652,0.1209,8,11,1.4,3.306,0.1664,0.3092,0.0852,2.6,28.2,4.26,0,0.2043,0.2559,2,0,0.1731,0.2187,-0.7444,7.0,0.2559
450,3,9,5.2193,0.0571,39,58,13.1,2.825,0.7921,0.0352,0.0369,5.7,11.8,78.4,0,0.2257,0.0607,3,0,0.2146,1.8345,-0.3054,89.0,0.5255
3227,1,2,6.4234,0.0103,8,40,2.2,2.582,0.248,0.1724,0.6938,1.5,11.6,8.36,0,0.1005,0.3595,1,0,0.3802,1.0008,1.9062,29.0,0.8006
2269,2,15,5.5288,0.0899,7,42,1.1,3.651,0.1501,0.231,0.158,1.0,11.6,56.81,0,0.5727,0.3187,0,0,0.3892,0.466,-1.0838,81.0,0.6457
229,6,7,1.7125,0.1337,13,32,4.7,2.345,0.0849,0.0621,0.0234,3.4,3.5,720.0,0,0.0657,0.7195,4,1,0.3835,-0.5336,-0.7928,78.0,0.6438
692,4,17,8.3627,0.0675,18,9,4.8,3.178,0.2561,0.0958,0.1339,5.1,11.9,7.22,0,0.3237,0.1916,1,0,0.0827,-0.4962,-0.7658,0.0,0.4282
3557,2,16,8.7025,0.0611,57,56,19.5,2.802,0.1582,0.577,0.0139,0.6,7.5,20.42,0,0.3113,0.61,3,0,0.5406,-0.7827,-1.7128,9.0,0.6734
2089,5,15,1.108,0.4381,10,2,1.3,4.462,0.1143,0.0589,0.2199,5.7,24.0,12.57,0,0.0937,0.1161,4,2,0.1358,-1.0247,-2.1328,97.0,0.8798
1798,2,16,2.0968,0.2504,23,10,10.2,2.12,0.1483,0.2936,0.1667,0.6,73.4,29.05,0,0.2847,0.0588,1,0,0.6459,-1.2643,-0.056,99.0,0.0068
890,6,17,9.0226,0.0626,18,30,5.0,3.108,0.1972,0.1236,0.3149,0.4,65.1,15.19,0,0.3503,0.2488,2,0,0.2388,-0.3208,-0.272,40.0,0.3751
1455,6,24,1.5438,0.5072,13,29,3.1,3.362,0.2953,0.2597,0.6237,0.8,9.7,108.27,0,0.0474,0.5186,0,0,0.4562,0.0805,-0.7522,91.0,0.451
2417,3,22,2.2063,0.3274,14,16,4.1,2.795,0.5374,0.2095,0.0792,5.7,9.4,21.77,0,0.2446,0.4276,1,0,0.6046,0.6314,1.4917,78.0,0.8496
2671,0,9,2.9868,0.0993,15,29,8.1,1.743,0.0064,0.347,0.1033,8.5,15.7,206.83,1,0.6601,0.1923,2,0,0.1395,0.0886,0.6419,60.0,0.3889
3214,5,24,1.2573,0.6199,12,34,3.2,3.096,0.02,0.1736,0.1241,1.2,20.3,145.45,0,0.2147,0.5543,3,0,0.3569,-0.9711,1.0022,4.0,0.4374
3240,4,19,1.4879,0.4163,17,39,6.5,2.354,0.1224,0.1564,0.1605,0.3,15.0,188.37,0,0.3569,0.1939,1,0,0.3984,-0.5284,-0.0846,43.0,0.3034
2074,6,24,7.9483,0.1002,23,34,7.1,2.91,0.3422,0.1982,0.6338,6.1,68.2,6.14,0,0.2877,0.2938,1,0,0.1371,-0.4282,0.5972,43.0,0.895
3042,1,4,13.1259,0.0101,10,12,4.2,1.949,0.0177,0.3202,0.3162,1.5,14.0,63.12,0,0.084,0.1315,1,1,0.1548,0.885,0.5699,97.0,0.3382
1251,7,21,19.399,0.036,11,2,2.2,3.731,0.0152,0.1184,0.222,5.3,10.7,419.71,0,0.3328,0.3467,1,0,0.3515,0.2081,-1.469,85.0,0.9945
3471,5,17,0.9314,0.5874,26,39,17.7,1.435,0.2302,0.1432,0.3114,4.8,26.4,7.95,0,0.4467,0.2605,2,0,0.3241,-2.4219,1.3125,34.0,0.8994
834,7,19,3.8576,0.1628,20,35,9.8,1.884,0.082,0.1592,0.0766,0.7,85.2,25.84,1,0.2285,0.6868,35,4,0.3014,-0.092,-0.0013,79.0,0.2168
2661,5,21,7.2524,0.0961,10,5,2.4,3.128,0.0881,0.2192,0.151,0.8,9.7,167.43,0,0.0808,0.3694,0,0,0.2298,0.3694,-0.0091,89.0,0.1791
2755,2,11,1.0859,0.3276,40,6,16.5,2.293,0.3653,0.3767,0.2488,0.2,24.4,10.36,0,0.3377,0.1675,2,0,0.0852,1.0668,-1.2644,24.0,0.2496
2156,3,8,4.4212,0.0599,9,2,2.2,2.91,0.0469,0.2849,0.2458,2.9,11.9,8.91,0,0.3187,0.2831,3,1,0.0172,-1.5304,0.4832,90.0,0.3709
3438,2,19,15.7317,0.0402,15,45,4.6,2.869,0.077,0.1802,0.0257,0.6,30.9,96.07,0,0.1819,0.2351,0,0,0.1194,-0.9894,-0.4946,7.0,0.6533
864,6,16,5.914,0.0897,5,8,3.2,1.374,0.3713,0.4348,0.1338,1.0,11.4,21.95,0,0.0412,0.3049,1,0,0.2165,-0.4991,-0.5877,96.0,0.5782
3193,3,18,0.2757,1.9414,13,6,5.6,2.046,0.2667,0.1624,0.1669,4.1,16.9,107.57,0,0.2488,0.0964,2,0,0.1308,0.7423,-0.7794,7.0,0.402
2174,5,7,1.165,0.1947,30,44,9.7,2.893,0.1932,0.1457,0.1723,1.7,15.9,64.39,0,0.0903,0.6299,0,0,0.2421,0.5766,-0.3974,58.0,0.9629
2801,0,5,2.0661,0.0794,11,42,2.3,3.563,0.237,0.1173,0.1524,2.1,9.7,109.08,0,0.3658,0.2556,0,0,0.1188,0.4407,-0.4299,31.0,0.6176
640,2,11,0.4796,0.7149,4,32,1.4,1.825,0.0866,0.0463,0.404,12.7,30.0,51.03,0,0.3308,0.3256,2,0,0.388,0.23,-0.0624,84.0,0.8781
635,5,8,3.4551,0.0764,20,17,5.0,3.478,0.1087,0.0282,0.0671,4.8,12.3,8.2,0,0.0942,0.3966,1,1,0.2281,1.0297,-0.897,56.0,0.9955
2616,7,17,2.3111,0.2417,30,12,12.5,2.267,0.0185,0.3589,0.4102,0.3,15.7,343.19,0,0.2252,0.2218,5,0,0.2555,-1.6503,0.2944,41.0,0.0469
539,7,16,6.2012,0.0855,9,26,5.3,1.544,0.1654,0.2252,0.1252,0.8,41.0,395.59,1,0.0726,0.4109,2,0,0.166,0.6061,-1.2397,89.0,0.1985
213,2,14,6.2481,0.0743,4,18,2.1,1.353,0.4003,0.2164,0.0423,3.1,10.8,39.71,0,0.5068,0.1795,2,2,0.4519,1.0301,-0.9515,73.0,0.5082
592,0,15,10.8931,0.0458,4,49,2.7,1.283,0.0176,0.1901,0.3419,2.9,12.3,163.0,0,0.068,0.1144,2,0,0.4048,0.0421,0.0923,13.0,0.961
1225,2,10,0.925,0.3478,7,2,1.4,3.273,0.0576,0.3017,0.3194,1.6,25.6,9.12,0,0.2858,0.0879,1,1,0.1765,-1.5694,0.6893,52.0,0.7599
1908,0,8,20.3711,0.0131,10,20,2.5,2.954,0.3182,0.4175,0.1691,1.0,30.4,12.91,0,0.3275,0.5082,1,0,0.0684,-0.039,0.082,91.0,0.0655
1357,7,23,11.1654,0.0685,39,23,11.1,3.305,0.1622,0.3325,0.3785,1.3,18.5,204.13,0,0.2873,0.4183,1,0,0.3664,0.5429,0.9729,49.0,0.244
2639,2,6,12.2398,0.0163,13,44,2.2,4.314,0.332,0.0982,0.1364,1.4,56.4,683.26,0,0.3212,0.4162,0,0,0.2112,0.3118,-0.4254,44.0,0.2545
902,0,19,10.7449,0.0588,16,55,7.2,2.081,0.0775,0.195,0.3657,0.1,26.0,3.72,0,0.2094,0.5541,0,0,0.4388,-0.5677,2.2671,48.0,0.8289
866,5,8,0.9332,0.2759,80,38,40.0,1.951,0.0525,0.2573,0.2241,5.8,25.6,8.62,0,0.1421,0.517,1,1,0.0716,0.0223,0.9274,64.0,0.7605
388,6,9,1.7068,0.1724,7,16,1.5,3.113,0.3258,0.0951,0.426,1.9,21.7,2.48,0,0.3396,0.1187,1,0,0.3915,-0.6727,1.8939,45.0,0.2393
2424,0,1,2.238,0.0147,5,11,2.3,1.759,0.2812,0.2115,0.3311,3.2,14.4,45.52,1,0.0484,0.2725,2,0,0.2357,-0.387,-1.0441,8.0,0.1291
543,3,19,4.4507,0.1412,77,41,39.6,1.903,0.3643,0.3768,0.2181,1.4,33.1,354.2,0,0.3039,0.3989,0,0,0.0987,-0.2433,1.0248,98.0,0.664
3401,6,6,0.8363,0.23,4,55,2.2,1.398,0.0466,0.1347,0.31,0.3,26.0,308.44,0,0.0794,0.0488,3,0,0.4711,0.622,-1.2007,89.0,0.2163
2828,4,13,11.6089,0.0372,15,51,5.6,2.297,0.5586,0.0774,0.0924,2.7,82.7,68.05,0,0.0308,0.2275,1,0,0.2241,-0.8092,-0.93,47.0,0.933
1169,2,4,1.1398,0.1137,8,9,1.7,3.207,0.3019,0.1545,0.2802,1.7,30.9,61.7,1,0.3924,0.1521,3,0,0.2142,-0.3468,1.9824,37.0,0.9573
819,1,6,1.3581,0.1437,17,26,8.4,1.883,0.2663,0.0571,0.3488,0.5,25.5,121.29,0,0.2055,0.1269,1,0,0.3271,-0.4363,0.1165,31.0,0.6378
361,4,11,2.3907,0.1513,9,27,4.1,1.887,0.5478,0.1288,0.2153,2.7,27.0,36.54,0,0.0478,0.2427,0,0,0.5456,0.5735,0.2686,60.0,0.6236
3238,5,11,0.7926,0.4439,21,56,7.9,2.394,0.0362,0.0565,0.2726,2.5,59.7,16.63,0,0.3214,0.0138,2,0,0.6183,-0.976,-1.7021,58.0,0.1333
1572,145,220,0.9365,7.5615,7,55,4.1,1.487,0.2875,0.5082,0.2582,3.2,29.2,0.3869,0,0.0215,0.3095,1,1,0.3262,-1.2315,-0.6734,20.0,0.8706
3335,5,15,2.247,0.2193,15,48,5.5,2.346,0.0687,0.0678,0.1711,9.3,20.2,2.7,0,0.3797,0.1843,3,0,0.0243,-0.5305,-2.2566,84.0,0.2376
472,5,19,2.0173,0.3089,27,39,9.1,2.694,0.1674,0.1256,0.2898,0.4,21.1,12.57,0,0.1746,0.1131,2,0,0.2519,-0.7831,-2.3075,74.0,0.6775
3198,1,14,1.208,0.3759,14,12,4.1,2.735,0.1695,0.042,0.2591,4.1,33.3,7.82,0,0.1463,0.524,1,0,0.5608,-0.2217,0.5371,98.0,0.1094
579,3,7,4.9578,0.0467,24,15,7.3,3.006,0.2461,0.2121,0.1795,1.2,8.8,3.45,0,0.3142,0.6516,2,0,0.1221,-0.1213,0.1399,24.0,0.9666
175,1,5,1.099,0.1472,21,14,6.2,2.981,0.0847,0.4434,0.2997,1.4,27.2,4.32,0,0.1639,0.1135,0,1,0.1449,1.0458,1.4351,71.0,0.38
1363,3,19,2.731,0.2291,28,12,14.3,1.828,0.1624,0.0416,0.0995,3.0,23.1,1.36,0,0.5957,0.474,3,0,0.3914,-0.1573,0.91,1.0,0.389
974,2,16,3.8964,0.1357,13,5,7.1,1.604,0.1869,0.3842,0.2094,0.0,14.0,157.23,0,0.0964,0.1376,3,0,0.37,1.7684,-1.5574,36.0,0.467
2960,6,9,2.9323,0.1012,16,4,4.3,3.174,0.0607,0.2815,0.1895,3.9,40.1,15.71,0,0.4132,0.2079,4,0,0.3457,-0.4179,-0.7309,65.0,0.8339
3420,0,6,2.4979,0.079,8,44,0.6,5.142,0.0543,0.424,0.4267,1.7,18.1,59.26,1,0.1096,0.0006,0,0,0.3598,-0.5788,-0.6964,38.0,0.4054
3233,0,5,7.6255,0.0218,18,31,7.8,2.134,0.1799,0.0873,0.3196,9.1,57.7,6.29,0,0.2393,0.1699,0,0,0.0066,-0.3933,-1.2259,83.0,0.8016
1175,2,10,17.5674,0.0189,50,12,27.6,1.786,0.221,0.058,0.3789,0.4,18.0,28.92,0,0.3155,0.5063,1,2,0.1208,0.5254,0.8378,25.0,0.1858
2531,4,4,6.6622,0.0199,20,39,6.9,2.61,0.2209,0.1265,0.0571,1.2,34.8,42.06,0,0.1593,0.3275,1,1,0.2708,0.5616,0.0753,91.0,0.4625
3253,3,16,23.0567,0.0231,20,48,5.9,2.922,0.0235,0.1161,0.0061,3.0,7.7,0.25,1,0.1199,0.1858,0,1,0.3111,0.0471,1.0979,80.0,0.9736
3568,0,13,2.8691,0.1493,10,15,1.5,4.175,0.1878,0.064,0.0756,1.4,25.2,2.07,0,0.085,0.2441,0,0,0.1938,0.4283,-0.1534,60.0,0.811
3485,4,7,16.1992,0.0144,35,5,10.6,3.025,0.4755,0.3595,0.059,0.8,29.1,5.15,0,0.1988,0.4393,0,1,0.5388,-1.029,-0.4431,71.0,0.1301
2106,3,8,3.5186,0.0751,67,21,25.1,2.575,0.3046,0.5132,0.4435,0.6,11.9,217.89,0,0.5477,0.0858,2,0,0.2872,-1.4162,0.2888,86.0,0.3711
2764,6,6,5.4396,0.0365,16,36,3.9,3.372,0.4552,0.3812,0.0978,9.0,23.0,10.79,0,0.6521,0.2044,2,2,0.5463,2.1215,0.2801,78.0,0.007
376,4,11,1.1516,0.3094,15,40,3.9,3.114,0.2712,0.2293,0.4036,0.7,13.8,51.17,0,0.2829,0.2833,1,0,0.3936,0.0178,0.5907,1.0,0.6631
1810,4,12,11.0341,0.0361,30,20,11.4,2.462,0.141,0.2226,0.5917,2.3,4.8,17.53,1,0.0683,0.61,3,1,0.2241,1.4588,0.0159,16.0,0.6435
2747,3,20,13.6084,0.0489,20,24,4.1,4.116,0.5325,0.2149,0.069,0.8,83.1,7.93,0,0.1885,0.1219,2,2,0.205,-0.2817,-0.2213,1.0,0.324
1768,3,19,2.2146,0.2817,9,46,1.6,3.685,0.0918,0.3277,0.5897,8.4,26.0,8.87,0,0.0818,0.1967,3,0,0.1212,0.4284,-0.8796,30.0,0.4595
2216,0,1,9.2968,0.0036,23,20,8.7,2.394,0.0654,0.2219,0.1296,1.1,18.8,31.01,0,0.3441,0.3349,0,0,0.4466,-1.3287,0.5064,12.0,0.175
2964,7,7,1.6152,0.1415,6,17,1.4,2.837,0.1649,0.1236,0.5681,24.0,16.3,77.69,0,0.365,0.0918,1,0,0.3226,1.3315,0.0925,14.0,0.1198
3166,6,12,4.3028,0.0922,9,11,3.1,2.291,0.0359,0.595,0.5776,1.5,9.3,24.41,0,0.1748,0.4445,4,1,0.1308,-0.2795,-0.9338,29.0,0.6287
2334,4,23,8.0686,0.0946,17,55,5.8,2.595,0.1563,0.1785,0.3262,0.4,19.2,60.17,0,0.0423,0.1178,2,0,0.3065,-0.4957,0.3803,21.0,0.3375
2483,5,9,5.3688,0.0555,16,54,4.3,3.194,0.1348,0.0888,0.1752,0.7,40.7,3.18,0,0.1181,0.2832,1,0,0.0124,-2.2677,0.6668,92.0,0.5602
10,7,15,2.121,0.2321,12,54,4.0,42.9185,0.0553,0.4501,0.1159,0.3,26.2,5.38,0,0.1827,0.2546,1,0,0.7312,-1.7905,2.8043,12.0,0.5403
1353,2,15,5.4264,0.0916,19,29,5.3,3.155,0.1952,0.1679,0.0484,3.8,6.9,21.43,0,0.1341,0.0793,0,0,0.1256,-0.7927,-0.8377,83.0,0.2995
1916,1,17,1.9881,0.2803,50,40,18.5,2.609,0.3519,0.1291,0.2282,3.9,11.0,47.2,0,0.1985,0.1289,3,0,0.036,-1.3781,0.5598,75.0,0.5648
820,6,9,4.1332,0.072,12,57,4.3,2.382,0.3824,0.4219,0.0634,1.4,9.4,213.54,0,0.3672,0.3256,1,0,0.2049,-0.9402,-0.0575,57.0,0.8809
1577,6,7,8.869,0.0262,70,37,32.5,2.1,0.17,0.1323,0.1645,6.6,31.7,5.4,1,0.1367,0.7903,25,5,0.1883,-0.7843,-0.8785,70.0,0.6914
2619,3,8,2.4249,0.1085,39,56,16.6,2.23,0.3976,0.2347,0.4773,1.4,22.2,1.14,0,0.1695,0.0494,1,0,0.1211,0.4452,-0.7639,52.0,0.6773
1374,5,8,16.5211,0.0161,24,7,7.9,2.779,0.0669,0.133,0.0972,1.0,49.8,13.55,0,0.2458,0.2143,1,2,0.0665,1.491,-1.6029,53.0,0.575
1740,2,13,6.1507,0.0701,6,36,2.7,1.659,0.2197,0.0702,0.4624,0.1,24.3,8.78,0,0.3418,0.3742,3,0,0.3417,0.2852,0.6174,51.0,0.8879
657,2,11,1.9671,0.1833,35,59,12.0,2.749,0.2124,0.3731,0.2681,3.2,34.1,105.88,0,0.1863,0.4743,1,0,0.1074,-0.0485,-0.2427,24.0,0.8396
3442,5,9,3.0357,0.0978,16,24,4.4,2.995,0.6603,0.0586,0.1184,12.8,12.6,91.72,1,0.1225,0.0317,1,0,0.3518,-0.1358,0.351,72.0,0.8691
787,4,11,3.0183,0.1202,14,38,3.9,3.022,0.4864,0.4135,0.1863,0.4,34.3,79.44,0,0.2945,0.2749,6,1,0.0843,-0.0098,-0.8452,96.0,0.3952
464,3,14,5.3648,0.0864,10,16,3.1,2.645,0.338,0.1708,0.1973,2.1,42.3,4.17,0,0.0391,0.103,0,0,0.0511,-0.1322,1.6851,74.0,0.8127
2005,1,5,6.1404,0.027,13,32,3.7,2.899,0.2759,0.0805,0.2504,1.2,28.3,198.98,0,0.2502,0.0203,1,1,0.4273,0.8657,0.0017,77.0,0.7944
1327,2,21,4.9503,0.1405,45,35,16.6,2.579,0.175,0.2774,0.3622,8.3,58.2,64.78,0,0.1482,0.1776,2,1,0.2947,-0.6931,0.3186,32.0,0.707
2128,1,5,1.19,0.1362,23,35,7.5,2.743,0.5647,0.0579,0.1134,2.3,20.0,22.8,0,0.1807,0.1428,2,0,0.2068,0.6164,0.8952,90.0,0.0594
1016,7,16,2.5414,0.2071,17,11,4.4,3.306,0.2131,0.1785,0.104,11.2,9.2,187.19,0,0.1212,0.3287,1,1,0.3071,-0.036,-0.2658,74.0,0.0221
2175,4,12,6.0336,0.0659,15,5,2.2,4.833,0.0306,0.2902,0.2891,1.6,21.6,20.47,0,0.6145,0.5559,2,0,0.2033,1.0427,-0.3564,73.0,0.6468
463,6,10,3.8114,0.0867,25,36,6.1,3.537,0.0671,0.28,0.2167,3.0,12.8,4.14,0,0.1903,0.3011,1,0,0.2236,0.7517,2.4678,50.0,0.015
3122,7,20,5.5186,0.1201,2,29,1.8,0.986,0.2036,0.1054,0.3169,3.3,14.4,39.97,0,0.1391,0.0118,3,0,0.2262,-0.4712,0.4057,46.0,0.5322
1819,4,13,1.9451,0.219,14,27,5.6,2.129,0.1474,0.2897,0.0842,0.4,17.2,28.54,0,0.0182,0.5106,1,0,0.2493,-1.0383,0.4617,78.0,0.7418
2399,1,4,2.6025,0.0506,14,6,2.2,4.412,0.257,0.0308,0.2736,2.7,15.0,6.29,0,0.049,0.1968,0,0,0.6966,0.4273,0.5692,36.0,0.42
1270,4,14,5.5781,0.0832,10,59,3.1,2.628,0.1781,0.1819,0.0348,0.6,17.1,18.85,0,0.6007,0.3417,2,0,0.295,-1.2066,-0.6482,77.0,0.9113
3036,3,12,4.9721,0.0799,14,19,5.3,2.345,0.2753,0.1787,0.2768,1.6,10.3,4.84,0,0.1374,0.1414,2,1,0.3755,0.365,-0.0681,74.0,0.9097
2444,3,13,1.973,0.216,7,23,3.0,1.818,0.3651,0.1332,0.1329,0.5,36.9,52.43,0,0.1309,0.0881,1,0,0.2772,-1.1479,0.8049,61.0,0.4046
2241,0,12,3.813,0.104,21,23,6.4,2.909,0.0879,0.5933,0.0506,3.8,40.6,180.94,1,0.2476,0.2559,0,0,0.2832,0.0791,0.182,9.0,0.3635
2998,5,9,2.8556,0.1038,21,40,7.5,2.49,0.1644,0.0683,0.3346,1.3,17.1,15.73,0,0.105,0.0489,2,1,0.0572,-0.2405,2.2073,72.0,0.6966
629,2,5,16.6867,0.01,30,36,10.7,2.643,0.3357,0.1376,0.0339,1.4,29.1,11.54,0,0.3718,0.4898,1,0,0.3945,0.4642,-0.4715,12.0,0.7422
3092,6,20,4.5854,0.1443,22,32,9.2,2.175,0.2696,0.237,0.0601,3.6,15.1,27.79,0,0.4346,0.2943,0,0,0.1115,-0.4279,-0.8071,94.0,0.2556
2419,2,8,2.6062,0.101,67,59,22.2,2.928,0.2544,0.2332,0.079,1.5,52.4,1.16,0,0.2898,0.3832,2,0,0.3834,-1.2121,-1.0267,19.0,0.3085
163,7,14,2.7415,0.1682,10,25,1.9,3.63,0.186,0.5305,0.1648,1.5,8.1,208.98,0,0.7086,0.1757,1,0,0.2447,-0.0849,-1.0108,17.0,0.8195
498,0,1,3.2298,0.0102,80,31,24.8,3.102,0.0649,0.2151,0.4003,1.1,19.6,22.17,0,0.3346,0.1623,3,0,0.2108,-0.0301,0.117,54.0,0.9051
3295,6,24,2.5284,0.3123,36,18,12.5,2.712,0.2989,0.155,0.2972,10.7,19.7,105.98,0,0.1263,0.0799,2,1,0.1168,0.3771,0.6048,22.0,0.966
1314,5,18,3.6007,0.1651,67,46,27.3,2.38,0.073,0.0997,0.179,0.5,19.1,1.53,0,0.377,0.1353,1,0,0.3049,0.1167,-0.8851,79.0,0.9575
